binomial;country;continent;genus;family;snake_sub_family;poisonous
Xenochrophis piscator;Hong Kong S.A.R.;Asia;Xenochrophis;Colubridae;Xenochrophis piscator;nao peconhento
Xenochrophis piscator;India;Asia;Xenochrophis;Colubridae;Xenochrophis piscator;nao peconhento
Xenochrophis piscator;unknown;unknown;Xenochrophis;Colubridae;Xenochrophis piscator;nao peconhento
Xenochrophis piscator;Pakistan;Asia;Xenochrophis;Colubridae;Xenochrophis piscator;nao peconhento
Xenochrophis piscator;Indonesia;Asia;Xenochrophis;Colubridae;Xenochrophis piscator;nao peconhento
Xenochrophis piscator;Thailand;Asia;Xenochrophis;Colubridae;Xenochrophis piscator;nao peconhento
Xenochrophis piscator;Bangladesh;Asia;Xenochrophis;Colubridae;Xenochrophis piscator;nao peconhento
Xenochrophis piscator;Sri Lanka;Asia;Xenochrophis;Colubridae;Xenochrophis piscator;nao peconhento
Xenochrophis piscator;Bhutan;Asia;Xenochrophis;Colubridae;Xenochrophis piscator;nao peconhento
Xenochrophis piscator;Vietnam;Asia;Xenochrophis;Colubridae;Xenochrophis piscator;nao peconhento
Xenochrophis piscator;Hong Kong;Asia;Xenochrophis;Colubridae;Xenochrophis piscator;nao peconhento
Xenochrophis piscator;Cambodia;Asia;Xenochrophis;Colubridae;Xenochrophis piscator;nao peconhento
Xenodon rabdocephalus;Belgium;Europe;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
Xenodon rabdocephalus;unknown;unknown;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
Xenodon rabdocephalus;Belize;North America;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
Xenodon rabdocephalus;Panama;South America;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
Xenodon rabdocephalus;Singapore;Asia;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
Xenodon rabdocephalus;Mexico;North America;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
Xenodon rabdocephalus;Colombia;South America;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
Xenodon rabdocephalus;Costa Rica;North America;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
Xenodon rabdocephalus;Japan;Asia;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
Xenodon rabdocephalus;Panama;North America;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
Xenodon rabdocephalus;Costa Rica;South America;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
Xenodon rabdocephalus;Ecuador;South America;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
Xenodon rabdocephalus;Guatemala;South America;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
Xenodon rabdocephalus;Honduras;North America;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
Xenodon rabdocephalus;Honduras;South America;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
Xenodon rabdocephalus;Australia;Oceania;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
Xenodon rabdocephalus;Taiwan;Asia;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
Xenodon rabdocephalus;Mexico;South America;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
Xenodon rabdocephalus;Peru;South America;Xenodon;Colubridae;Xenodon rabdocephalus;nao peconhento
